,Дата,Ставка
914,31.08.2020,4.25
915,28.08.2020,4.25
916,27.08.2020,4.25
917,26.08.2020,4.25
918,25.08.2020,4.25
919,24.08.2020,4.25
920,21.08.2020,4.25
921,20.08.2020,4.25
922,19.08.2020,4.25
923,18.08.2020,4.25
924,17.08.2020,4.25
925,14.08.2020,4.25
926,13.08.2020,4.25
927,12.08.2020,4.25
928,11.08.2020,4.25
929,10.08.2020,4.25
930,07.08.2020,4.25
931,06.08.2020,4.25
932,05.08.2020,4.25
933,04.08.2020,4.25
934,03.08.2020,4.25
935,31.07.2020,4.25
936,30.07.2020,4.25
937,29.07.2020,4.25
938,28.07.2020,4.25
939,27.07.2020,4.25
940,24.07.2020,4.5
941,23.07.2020,4.5
942,22.07.2020,4.5
943,21.07.2020,4.5
944,20.07.2020,4.5
945,17.07.2020,4.5
946,16.07.2020,4.5
947,15.07.2020,4.5
948,14.07.2020,4.5
949,13.07.2020,4.5
950,10.07.2020,4.5
951,09.07.2020,4.5
952,08.07.2020,4.5
953,07.07.2020,4.5
954,06.07.2020,4.5
955,03.07.2020,4.5
956,02.07.2020,4.5
957,30.06.2020,4.5
958,29.06.2020,4.5
959,26.06.2020,4.5
960,25.06.2020,4.5
961,23.06.2020,4.5
962,22.06.2020,4.5
963,19.06.2020,5.5
964,18.06.2020,5.5
965,17.06.2020,5.5
966,16.06.2020,5.5
967,15.06.2020,5.5
968,11.06.2020,5.5
969,10.06.2020,5.5
970,09.06.2020,5.5
971,08.06.2020,5.5
972,05.06.2020,5.5
973,04.06.2020,5.5
974,03.06.2020,5.5
975,02.06.2020,5.5
976,01.06.2020,5.5
977,29.05.2020,5.5
978,28.05.2020,5.5
979,27.05.2020,5.5
980,26.05.2020,5.5
981,25.05.2020,5.5
982,22.05.2020,5.5
983,21.05.2020,5.5
984,20.05.2020,5.5
985,19.05.2020,5.5
986,18.05.2020,5.5
987,15.05.2020,5.5
988,14.05.2020,5.5
989,13.05.2020,5.5
990,12.05.2020,5.5
991,08.05.2020,5.5
992,07.05.2020,5.5
993,06.05.2020,5.5
994,05.05.2020,5.5
995,04.05.2020,5.5
996,30.04.2020,5.5
997,29.04.2020,5.5
998,28.04.2020,5.5
999,27.04.2020,5.5
1000,24.04.2020,6.0
1001,23.04.2020,6.0
1002,22.04.2020,6.0
1003,21.04.2020,6.0
1004,20.04.2020,6.0
1005,17.04.2020,6.0
1006,16.04.2020,6.0
1007,15.04.2020,6.0
1008,14.04.2020,6.0
1009,13.04.2020,6.0
1010,10.04.2020,6.0
1011,09.04.2020,6.0
1012,08.04.2020,6.0
1013,07.04.2020,6.0
1014,06.04.2020,6.0
1015,03.04.2020,6.0
1016,02.04.2020,6.0
1017,01.04.2020,6.0
1018,31.03.2020,6.0
1019,30.03.2020,6.0
1020,27.03.2020,6.0
1021,26.03.2020,6.0
1022,25.03.2020,6.0
1023,24.03.2020,6.0
1024,23.03.2020,6.0
1025,20.03.2020,6.0
1026,19.03.2020,6.0
1027,18.03.2020,6.0
1028,17.03.2020,6.0
1029,16.03.2020,6.0
1030,13.03.2020,6.0
1031,12.03.2020,6.0
1032,11.03.2020,6.0
1033,10.03.2020,6.0
1034,06.03.2020,6.0
1035,05.03.2020,6.0
1036,04.03.2020,6.0
1037,03.03.2020,6.0
1038,02.03.2020,6.0
1039,28.02.2020,6.0
1040,27.02.2020,6.0
1041,26.02.2020,6.0
1042,25.02.2020,6.0
1043,21.02.2020,6.0
1044,20.02.2020,6.0
1045,19.02.2020,6.0
1046,18.02.2020,6.0
1047,17.02.2020,6.0
1048,14.02.2020,6.0
1049,13.02.2020,6.0
1050,12.02.2020,6.0
1051,11.02.2020,6.0
1052,10.02.2020,6.0
1053,07.02.2020,6.25
1054,06.02.2020,6.25
1055,05.02.2020,6.25
1056,04.02.2020,6.25
1057,03.02.2020,6.25
1058,31.01.2020,6.25
1059,30.01.2020,6.25
1060,29.01.2020,6.25
1061,28.01.2020,6.25
1062,27.01.2020,6.25
1063,24.01.2020,6.25
1064,23.01.2020,6.25
1065,22.01.2020,6.25
1066,21.01.2020,6.25
1067,20.01.2020,6.25
1068,17.01.2020,6.25
1069,16.01.2020,6.25
1070,15.01.2020,6.25
1071,14.01.2020,6.25
1072,13.01.2020,6.25
1073,10.01.2020,6.25
1074,09.01.2020,6.25
1075,08.01.2020,6.25
1076,06.01.2020,6.25
1077,03.01.2020,6.25
1078,31.12.2019,6.25
1079,30.12.2019,6.25
1080,27.12.2019,6.25
1081,26.12.2019,6.25
1082,25.12.2019,6.25
1083,24.12.2019,6.25
1084,23.12.2019,6.25
1085,20.12.2019,6.25
1086,19.12.2019,6.25
1087,18.12.2019,6.25
1088,17.12.2019,6.25
1089,16.12.2019,6.25
1090,13.12.2019,6.5
1091,12.12.2019,6.5
1092,11.12.2019,6.5
1093,10.12.2019,6.5
1094,09.12.2019,6.5
1095,06.12.2019,6.5
1096,05.12.2019,6.5
1097,04.12.2019,6.5
1098,03.12.2019,6.5
1099,02.12.2019,6.5
1100,29.11.2019,6.5
1101,28.11.2019,6.5
1102,27.11.2019,6.5
1103,26.11.2019,6.5
1104,25.11.2019,6.5
1105,22.11.2019,6.5
1106,21.11.2019,6.5
1107,20.11.2019,6.5
1108,19.11.2019,6.5
1109,18.11.2019,6.5
1110,15.11.2019,6.5
1111,14.11.2019,6.5
1112,13.11.2019,6.5
1113,12.11.2019,6.5
1114,11.11.2019,6.5
1115,08.11.2019,6.5
1116,07.11.2019,6.5
1117,06.11.2019,6.5
1118,05.11.2019,6.5
1119,01.11.2019,6.5
1120,31.10.2019,6.5
1121,30.10.2019,6.5
1122,29.10.2019,6.5
1123,28.10.2019,6.5
1124,25.10.2019,7.0
1125,24.10.2019,7.0
1126,23.10.2019,7.0
1127,22.10.2019,7.0
1128,21.10.2019,7.0
1129,18.10.2019,7.0
1130,17.10.2019,7.0
1131,16.10.2019,7.0
1132,15.10.2019,7.0
1133,14.10.2019,7.0
1134,11.10.2019,7.0
1135,10.10.2019,7.0
1136,09.10.2019,7.0
1137,08.10.2019,7.0
1138,07.10.2019,7.0
1139,04.10.2019,7.0
1140,03.10.2019,7.0
1141,02.10.2019,7.0
1142,01.10.2019,7.0
1143,30.09.2019,7.0
1144,27.09.2019,7.0
1145,26.09.2019,7.0
1146,25.09.2019,7.0
1147,24.09.2019,7.0
1148,23.09.2019,7.0
1149,20.09.2019,7.0
1150,19.09.2019,7.0
1151,18.09.2019,7.0
1152,17.09.2019,7.0
1153,16.09.2019,7.0
1154,13.09.2019,7.0
1155,12.09.2019,7.0
1156,11.09.2019,7.0
1157,10.09.2019,7.0
1158,09.09.2019,7.0
1159,06.09.2019,7.25
1160,05.09.2019,7.25
1161,04.09.2019,7.25
1162,03.09.2019,7.25
1163,02.09.2019,7.25
1164,30.08.2019,7.25
1165,29.08.2019,7.25
1166,28.08.2019,7.25
1167,27.08.2019,7.25
1168,26.08.2019,7.25
1169,23.08.2019,7.25
1170,22.08.2019,7.25
1171,21.08.2019,7.25
1172,20.08.2019,7.25
1173,19.08.2019,7.25
1174,16.08.2019,7.25
1175,15.08.2019,7.25
1176,14.08.2019,7.25
1177,13.08.2019,7.25
1178,12.08.2019,7.25
1179,09.08.2019,7.25
1180,08.08.2019,7.25
1181,07.08.2019,7.25
1182,06.08.2019,7.25
1183,05.08.2019,7.25
1184,02.08.2019,7.25
1185,01.08.2019,7.25
1186,31.07.2019,7.25
1187,30.07.2019,7.25
1188,29.07.2019,7.25
1189,26.07.2019,7.5
1190,25.07.2019,7.5
1191,24.07.2019,7.5
1192,23.07.2019,7.5
1193,22.07.2019,7.5
1194,19.07.2019,7.5
1195,18.07.2019,7.5
1196,17.07.2019,7.5
1197,16.07.2019,7.5
1198,15.07.2019,7.5
1199,12.07.2019,7.5
1200,11.07.2019,7.5
1201,10.07.2019,7.5
1202,09.07.2019,7.5
1203,08.07.2019,7.5
1204,05.07.2019,7.5
1205,04.07.2019,7.5
1206,03.07.2019,7.5
1207,02.07.2019,7.5
1208,01.07.2019,7.5
1209,28.06.2019,7.5
1210,27.06.2019,7.5
1211,26.06.2019,7.5
1212,25.06.2019,7.5
1213,24.06.2019,7.5
1214,21.06.2019,7.5
1215,20.06.2019,7.5
1216,19.06.2019,7.5
1217,18.06.2019,7.5
1218,17.06.2019,7.5
1219,14.06.2019,7.75
1220,13.06.2019,7.75
1221,12.06.2019,7.75
1222,11.06.2019,7.75
1223,10.06.2019,7.75
1224,07.06.2019,7.75
1225,06.06.2019,7.75
1226,05.06.2019,7.75
1227,04.06.2019,7.75
1228,03.06.2019,7.75
1229,31.05.2019,7.75
1230,30.05.2019,7.75
1231,29.05.2019,7.75
1232,28.05.2019,7.75
1233,27.05.2019,7.75
1234,24.05.2019,7.75
1235,23.05.2019,7.75
1236,22.05.2019,7.75
1237,21.05.2019,7.75
1238,20.05.2019,7.75
1239,17.05.2019,7.75
1240,16.05.2019,7.75
1241,15.05.2019,7.75
1242,14.05.2019,7.75
1243,13.05.2019,7.75
1244,08.05.2019,7.75
1245,07.05.2019,7.75
1246,06.05.2019,7.75
1247,30.04.2019,7.75
1248,29.04.2019,7.75
1249,26.04.2019,7.75
1250,25.04.2019,7.75
1251,24.04.2019,7.75
1252,23.04.2019,7.75
1253,22.04.2019,7.75
1254,19.04.2019,7.75
1255,18.04.2019,7.75
1256,17.04.2019,7.75
1257,16.04.2019,7.75
1258,15.04.2019,7.75
1259,12.04.2019,7.75
1260,11.04.2019,7.75
1261,10.04.2019,7.75
1262,09.04.2019,7.75
1263,08.04.2019,7.75
1264,05.04.2019,7.75
1265,04.04.2019,7.75
1266,03.04.2019,7.75
1267,02.04.2019,7.75
1268,01.04.2019,7.75
1269,29.03.2019,7.75
1270,28.03.2019,7.75
1271,27.03.2019,7.75
1272,26.03.2019,7.75
1273,25.03.2019,7.75
1274,22.03.2019,7.75
1275,21.03.2019,7.75
1276,20.03.2019,7.75
1277,19.03.2019,7.75
1278,18.03.2019,7.75
1279,15.03.2019,7.75
1280,14.03.2019,7.75
1281,13.03.2019,7.75
1282,12.03.2019,7.75
1283,11.03.2019,7.75
1284,07.03.2019,7.75
1285,06.03.2019,7.75
1286,05.03.2019,7.75
1287,04.03.2019,7.75
1288,01.03.2019,7.75
1289,28.02.2019,7.75
1290,27.02.2019,7.75
1291,26.02.2019,7.75
1292,25.02.2019,7.75
1293,22.02.2019,7.75
1294,21.02.2019,7.75
1295,20.02.2019,7.75
1296,19.02.2019,7.75
1297,18.02.2019,7.75
1298,15.02.2019,7.75
1299,14.02.2019,7.75
1300,13.02.2019,7.75
1301,12.02.2019,7.75
1302,11.02.2019,7.75
1303,08.02.2019,7.75
1304,07.02.2019,7.75
1305,06.02.2019,7.75
1306,05.02.2019,7.75
1307,04.02.2019,7.75
1308,01.02.2019,7.75
1309,31.01.2019,7.75
1310,30.01.2019,7.75
1311,29.01.2019,7.75
1312,28.01.2019,7.75
1313,25.01.2019,7.75
1314,24.01.2019,7.75
1315,23.01.2019,7.75
1316,22.01.2019,7.75
1317,21.01.2019,7.75
1318,18.01.2019,7.75
1319,17.01.2019,7.75
1320,16.01.2019,7.75
1321,15.01.2019,7.75
1322,14.01.2019,7.75
1323,11.01.2019,7.75
1324,10.01.2019,7.75
1325,09.01.2019,7.75
1326,28.12.2018,7.75
1327,27.12.2018,7.75
1328,26.12.2018,7.75
1329,25.12.2018,7.75
1330,24.12.2018,7.75
1331,21.12.2018,7.75
1332,20.12.2018,7.75
1333,19.12.2018,7.75
1334,18.12.2018,7.75
1335,17.12.2018,7.75
1336,14.12.2018,7.5
1337,13.12.2018,7.5
1338,12.12.2018,7.5
1339,11.12.2018,7.5
1340,10.12.2018,7.5
1341,07.12.2018,7.5
1342,06.12.2018,7.5
1343,05.12.2018,7.5
1344,04.12.2018,7.5
1345,03.12.2018,7.5
1346,30.11.2018,7.5
1347,29.11.2018,7.5
1348,28.11.2018,7.5
1349,27.11.2018,7.5
1350,26.11.2018,7.5
1351,23.11.2018,7.5
1352,22.11.2018,7.5
1353,21.11.2018,7.5
1354,20.11.2018,7.5
1355,19.11.2018,7.5
1356,16.11.2018,7.5
1357,15.11.2018,7.5
1358,14.11.2018,7.5
1359,13.11.2018,7.5
1360,12.11.2018,7.5
1361,09.11.2018,7.5
1362,08.11.2018,7.5
1363,07.11.2018,7.5
1364,06.11.2018,7.5
1365,02.11.2018,7.5
1366,01.11.2018,7.5
1367,31.10.2018,7.5
1368,30.10.2018,7.5
1369,29.10.2018,7.5
1370,26.10.2018,7.5
1371,25.10.2018,7.5
1372,24.10.2018,7.5
1373,23.10.2018,7.5
1374,22.10.2018,7.5
1375,19.10.2018,7.5
1376,18.10.2018,7.5
1377,17.10.2018,7.5
1378,16.10.2018,7.5
1379,15.10.2018,7.5
1380,12.10.2018,7.5
1381,11.10.2018,7.5
1382,10.10.2018,7.5
1383,09.10.2018,7.5
1384,08.10.2018,7.5
1385,05.10.2018,7.5
1386,04.10.2018,7.5
1387,03.10.2018,7.5
1388,02.10.2018,7.5
1389,01.10.2018,7.5
1390,28.09.2018,7.5
1391,27.09.2018,7.5
1392,26.09.2018,7.5
1393,25.09.2018,7.5
1394,24.09.2018,7.5
1395,21.09.2018,7.5
1396,20.09.2018,7.5
1397,19.09.2018,7.5
1398,18.09.2018,7.5
1399,17.09.2018,7.5
1400,14.09.2018,7.25
1401,13.09.2018,7.25
1402,12.09.2018,7.25
1403,11.09.2018,7.25
1404,10.09.2018,7.25
1405,07.09.2018,7.25
1406,06.09.2018,7.25
1407,05.09.2018,7.25
1408,04.09.2018,7.25
1409,03.09.2018,7.25
1410,31.08.2018,7.25
1411,30.08.2018,7.25
1412,29.08.2018,7.25
1413,28.08.2018,7.25
1414,27.08.2018,7.25
1415,24.08.2018,7.25
1416,23.08.2018,7.25
1417,22.08.2018,7.25
1418,21.08.2018,7.25
1419,20.08.2018,7.25
1420,17.08.2018,7.25
1421,16.08.2018,7.25
1422,15.08.2018,7.25
1423,14.08.2018,7.25
1424,13.08.2018,7.25
1425,10.08.2018,7.25
1426,09.08.2018,7.25
1427,08.08.2018,7.25
1428,07.08.2018,7.25
1429,06.08.2018,7.25
1430,03.08.2018,7.25
1431,02.08.2018,7.25
1432,01.08.2018,7.25
1433,31.07.2018,7.25
1434,30.07.2018,7.25
1435,27.07.2018,7.25
1436,26.07.2018,7.25
1437,25.07.2018,7.25
1438,24.07.2018,7.25
1439,23.07.2018,7.25
1440,20.07.2018,7.25
1441,19.07.2018,7.25
1442,18.07.2018,7.25
1443,17.07.2018,7.25
1444,16.07.2018,7.25
1445,13.07.2018,7.25
1446,12.07.2018,7.25
1447,11.07.2018,7.25
1448,10.07.2018,7.25
1449,09.07.2018,7.25
1450,06.07.2018,7.25
1451,05.07.2018,7.25
1452,04.07.2018,7.25
1453,03.07.2018,7.25
1454,02.07.2018,7.25
1455,29.06.2018,7.25
1456,28.06.2018,7.25
1457,27.06.2018,7.25
1458,26.06.2018,7.25
1459,25.06.2018,7.25
1460,22.06.2018,7.25
1461,21.06.2018,7.25
1462,20.06.2018,7.25
1463,19.06.2018,7.25
1464,18.06.2018,7.25
1465,15.06.2018,7.25
1466,14.06.2018,7.25
1467,13.06.2018,7.25
1468,09.06.2018,7.25
1469,08.06.2018,7.25
1470,07.06.2018,7.25
1471,06.06.2018,7.25
1472,05.06.2018,7.25
1473,04.06.2018,7.25
1474,01.06.2018,7.25
1475,31.05.2018,7.25
1476,30.05.2018,7.25
1477,29.05.2018,7.25
1478,28.05.2018,7.25
1479,25.05.2018,7.25
1480,24.05.2018,7.25
1481,23.05.2018,7.25
1482,22.05.2018,7.25
1483,21.05.2018,7.25
1484,18.05.2018,7.25
1485,17.05.2018,7.25
1486,16.05.2018,7.25
1487,15.05.2018,7.25
1488,14.05.2018,7.25
1489,11.05.2018,7.25
1490,10.05.2018,7.25
1491,08.05.2018,7.25
1492,07.05.2018,7.25
1493,04.05.2018,7.25
1494,03.05.2018,7.25
1495,28.04.2018,7.25
1496,27.04.2018,7.25
1497,26.04.2018,7.25
1498,25.04.2018,7.25
1499,24.04.2018,7.25
1500,23.04.2018,7.25
1501,20.04.2018,7.25
1502,19.04.2018,7.25
1503,18.04.2018,7.25
1504,17.04.2018,7.25
1505,16.04.2018,7.25
1506,13.04.2018,7.25
1507,12.04.2018,7.25
1508,11.04.2018,7.25
1509,10.04.2018,7.25
1510,09.04.2018,7.25
1511,06.04.2018,7.25
1512,05.04.2018,7.25
1513,04.04.2018,7.25
1514,03.04.2018,7.25
1515,02.04.2018,7.25
1516,30.03.2018,7.25
1517,29.03.2018,7.25
1518,28.03.2018,7.25
1519,27.03.2018,7.25
1520,26.03.2018,7.25
1521,23.03.2018,7.5
1522,22.03.2018,7.5
1523,21.03.2018,7.5
1524,20.03.2018,7.5
1525,19.03.2018,7.5
1526,16.03.2018,7.5
1527,15.03.2018,7.5
1528,14.03.2018,7.5
1529,13.03.2018,7.5
1530,12.03.2018,7.5
1531,07.03.2018,7.5
1532,06.03.2018,7.5
1533,05.03.2018,7.5
1534,02.03.2018,7.5
1535,01.03.2018,7.5
1536,28.02.2018,7.5
1537,27.02.2018,7.5
1538,26.02.2018,7.5
1539,22.02.2018,7.5
1540,21.02.2018,7.5
1541,20.02.2018,7.5
1542,19.02.2018,7.5
1543,16.02.2018,7.5
1544,15.02.2018,7.5
1545,14.02.2018,7.5
1546,13.02.2018,7.5
1547,12.02.2018,7.5
1548,09.02.2018,7.75
1549,08.02.2018,7.75
1550,07.02.2018,7.75
1551,06.02.2018,7.75
1552,05.02.2018,7.75
1553,02.02.2018,7.75
1554,01.02.2018,7.75
1555,31.01.2018,7.75
1556,30.01.2018,7.75
1557,29.01.2018,7.75
1558,26.01.2018,7.75
1559,25.01.2018,7.75
1560,24.01.2018,7.75
1561,23.01.2018,7.75
1562,22.01.2018,7.75
1563,19.01.2018,7.75
1564,18.01.2018,7.75
1565,17.01.2018,7.75
1566,16.01.2018,7.75
1567,15.01.2018,7.75
1568,12.01.2018,7.75
1569,11.01.2018,7.75
1570,10.01.2018,7.75
1571,09.01.2018,7.75
1572,29.12.2017,7.75
1573,28.12.2017,7.75
1574,27.12.2017,7.75
1575,26.12.2017,7.75
1576,25.12.2017,7.75
1577,22.12.2017,7.75
1578,21.12.2017,7.75
1579,20.12.2017,7.75
1580,19.12.2017,7.75
1581,18.12.2017,7.75
1582,15.12.2017,8.25
1583,14.12.2017,8.25
1584,13.12.2017,8.25
1585,12.12.2017,8.25
1586,11.12.2017,8.25
1587,08.12.2017,8.25
1588,07.12.2017,8.25
1589,06.12.2017,8.25
1590,05.12.2017,8.25
1591,04.12.2017,8.25
1592,01.12.2017,8.25
1593,30.11.2017,8.25
1594,29.11.2017,8.25
1595,28.11.2017,8.25
1596,27.11.2017,8.25
1597,24.11.2017,8.25
1598,23.11.2017,8.25
1599,22.11.2017,8.25
1600,21.11.2017,8.25
1601,20.11.2017,8.25
1602,17.11.2017,8.25
1603,16.11.2017,8.25
1604,15.11.2017,8.25
1605,14.11.2017,8.25
1606,13.11.2017,8.25
1607,10.11.2017,8.25
1608,09.11.2017,8.25
1609,08.11.2017,8.25
1610,07.11.2017,8.25
1611,03.11.2017,8.25
1612,02.11.2017,8.25
1613,01.11.2017,8.25
1614,31.10.2017,8.25
1615,30.10.2017,8.25
1616,27.10.2017,8.5
1617,26.10.2017,8.5
1618,25.10.2017,8.5
1619,24.10.2017,8.5
1620,23.10.2017,8.5
1621,20.10.2017,8.5
1622,19.10.2017,8.5
1623,18.10.2017,8.5
1624,17.10.2017,8.5
1625,16.10.2017,8.5
1626,13.10.2017,8.5
1627,12.10.2017,8.5
1628,11.10.2017,8.5
1629,10.10.2017,8.5
1630,09.10.2017,8.5
1631,06.10.2017,8.5
1632,05.10.2017,8.5
1633,04.10.2017,8.5
1634,03.10.2017,8.5
1635,02.10.2017,8.5
1636,29.09.2017,8.5
1637,28.09.2017,8.5
1638,27.09.2017,8.5
1639,26.09.2017,8.5
1640,25.09.2017,8.5
1641,22.09.2017,8.5
1642,21.09.2017,8.5
1643,20.09.2017,8.5
1644,19.09.2017,8.5
1645,18.09.2017,8.5
1646,15.09.2017,9.0
1647,14.09.2017,9.0
1648,13.09.2017,9.0
1649,12.09.2017,9.0
1650,11.09.2017,9.0
1651,08.09.2017,9.0
1652,07.09.2017,9.0
1653,06.09.2017,9.0
1654,05.09.2017,9.0
1655,04.09.2017,9.0
1656,01.09.2017,9.0
1657,31.08.2017,9.0
1658,30.08.2017,9.0
1659,29.08.2017,9.0
1660,28.08.2017,9.0
1661,25.08.2017,9.0
1662,24.08.2017,9.0
1663,23.08.2017,9.0
1664,22.08.2017,9.0
1665,21.08.2017,9.0
1666,18.08.2017,9.0
1667,17.08.2017,9.0
1668,16.08.2017,9.0
1669,15.08.2017,9.0
1670,14.08.2017,9.0
1671,11.08.2017,9.0
1672,10.08.2017,9.0
1673,09.08.2017,9.0
1674,08.08.2017,9.0
1675,07.08.2017,9.0
1676,04.08.2017,9.0
1677,03.08.2017,9.0
1678,02.08.2017,9.0
1679,01.08.2017,9.0
1680,31.07.2017,9.0
1681,28.07.2017,9.0
1682,27.07.2017,9.0
1683,26.07.2017,9.0
1684,25.07.2017,9.0
1685,24.07.2017,9.0
1686,21.07.2017,9.0
1687,20.07.2017,9.0
1688,19.07.2017,9.0
1689,18.07.2017,9.0
1690,17.07.2017,9.0
1691,14.07.2017,9.0
1692,13.07.2017,9.0
1693,12.07.2017,9.0
1694,11.07.2017,9.0
1695,10.07.2017,9.0
1696,07.07.2017,9.0
1697,06.07.2017,9.0
1698,05.07.2017,9.0
1699,04.07.2017,9.0
1700,03.07.2017,9.0
1701,30.06.2017,9.0
1702,29.06.2017,9.0
1703,28.06.2017,9.0
1704,27.06.2017,9.0
1705,26.06.2017,9.0
1706,23.06.2017,9.0
1707,22.06.2017,9.0
1708,21.06.2017,9.0
1709,20.06.2017,9.0
1710,19.06.2017,9.0
1711,16.06.2017,9.25
1712,15.06.2017,9.25
1713,14.06.2017,9.25
1714,13.06.2017,9.25
1715,09.06.2017,9.25
1716,08.06.2017,9.25
1717,07.06.2017,9.25
1718,06.06.2017,9.25
1719,05.06.2017,9.25
1720,02.06.2017,9.25
1721,01.06.2017,9.25
1722,31.05.2017,9.25
1723,30.05.2017,9.25
1724,29.05.2017,9.25
1725,26.05.2017,9.25
1726,25.05.2017,9.25
1727,24.05.2017,9.25
1728,23.05.2017,9.25
1729,22.05.2017,9.25
1730,19.05.2017,9.25
1731,18.05.2017,9.25
1732,17.05.2017,9.25
1733,16.05.2017,9.25
1734,15.05.2017,9.25
1735,12.05.2017,9.25
1736,11.05.2017,9.25
1737,10.05.2017,9.25
1738,05.05.2017,9.25
1739,04.05.2017,9.25
1740,03.05.2017,9.25
1741,02.05.2017,9.25
1742,28.04.2017,9.75
1743,27.04.2017,9.75
1744,26.04.2017,9.75
1745,25.04.2017,9.75
1746,24.04.2017,9.75
1747,21.04.2017,9.75
1748,20.04.2017,9.75
1749,19.04.2017,9.75
1750,18.04.2017,9.75
1751,17.04.2017,9.75
1752,14.04.2017,9.75
1753,13.04.2017,9.75
1754,12.04.2017,9.75
1755,11.04.2017,9.75
1756,10.04.2017,9.75
1757,07.04.2017,9.75
1758,06.04.2017,9.75
1759,05.04.2017,9.75
1760,04.04.2017,9.75
1761,03.04.2017,9.75
1762,31.03.2017,9.75
1763,30.03.2017,9.75
1764,29.03.2017,9.75
1765,28.03.2017,9.75
1766,27.03.2017,9.75
1767,24.03.2017,10.0
1768,23.03.2017,10.0
1769,22.03.2017,10.0
1770,21.03.2017,10.0
1771,20.03.2017,10.0
1772,17.03.2017,10.0
1773,16.03.2017,10.0
1774,15.03.2017,10.0
1775,14.03.2017,10.0
1776,13.03.2017,10.0
1777,10.03.2017,10.0
1778,09.03.2017,10.0
