,Дата,Ставка
1779,07.03.2017,10.0
1780,06.03.2017,10.0
1781,03.03.2017,10.0
1782,02.03.2017,10.0
1783,01.03.2017,10.0
1784,28.02.2017,10.0
1785,27.02.2017,10.0
1786,22.02.2017,10.0
1787,21.02.2017,10.0
1788,20.02.2017,10.0
1789,17.02.2017,10.0
1790,16.02.2017,10.0
1791,15.02.2017,10.0
1792,14.02.2017,10.0
1793,13.02.2017,10.0
1794,10.02.2017,10.0
1795,09.02.2017,10.0
1796,08.02.2017,10.0
1797,07.02.2017,10.0
1798,06.02.2017,10.0
1799,03.02.2017,10.0
1800,02.02.2017,10.0
1801,01.02.2017,10.0
1802,31.01.2017,10.0
1803,30.01.2017,10.0
1804,27.01.2017,10.0
1805,26.01.2017,10.0
1806,25.01.2017,10.0
1807,24.01.2017,10.0
1808,23.01.2017,10.0
1809,20.01.2017,10.0
1810,19.01.2017,10.0
1811,18.01.2017,10.0
1812,17.01.2017,10.0
1813,16.01.2017,10.0
1814,13.01.2017,10.0
1815,12.01.2017,10.0
1816,11.01.2017,10.0
1817,10.01.2017,10.0
1818,09.01.2017,10.0
1819,30.12.2016,10.0
1820,29.12.2016,10.0
1821,28.12.2016,10.0
1822,27.12.2016,10.0
1823,26.12.2016,10.0
1824,23.12.2016,10.0
1825,22.12.2016,10.0
1826,21.12.2016,10.0
1827,20.12.2016,10.0
1828,19.12.2016,10.0
1829,16.12.2016,10.0
1830,15.12.2016,10.0
1831,14.12.2016,10.0
1832,13.12.2016,10.0
1833,12.12.2016,10.0
1834,09.12.2016,10.0
1835,08.12.2016,10.0
1836,07.12.2016,10.0
1837,06.12.2016,10.0
1838,05.12.2016,10.0
1839,02.12.2016,10.0
1840,01.12.2016,10.0
1841,30.11.2016,10.0
1842,29.11.2016,10.0
1843,28.11.2016,10.0
1844,25.11.2016,10.0
1845,24.11.2016,10.0
1846,23.11.2016,10.0
1847,22.11.2016,10.0
1848,21.11.2016,10.0
1849,18.11.2016,10.0
1850,17.11.2016,10.0
1851,16.11.2016,10.0
1852,15.11.2016,10.0
1853,14.11.2016,10.0
1854,11.11.2016,10.0
1855,10.11.2016,10.0
1856,09.11.2016,10.0
1857,08.11.2016,10.0
1858,07.11.2016,10.0
1859,03.11.2016,10.0
1860,02.11.2016,10.0
1861,01.11.2016,10.0
1862,31.10.2016,10.0
1863,28.10.2016,10.0
1864,27.10.2016,10.0
1865,26.10.2016,10.0
1866,25.10.2016,10.0
1867,24.10.2016,10.0
1868,21.10.2016,10.0
1869,20.10.2016,10.0
1870,19.10.2016,10.0
1871,18.10.2016,10.0
1872,17.10.2016,10.0
1873,14.10.2016,10.0
1874,13.10.2016,10.0
1875,12.10.2016,10.0
1876,11.10.2016,10.0
1877,10.10.2016,10.0
1878,07.10.2016,10.0
1879,06.10.2016,10.0
1880,05.10.2016,10.0
1881,04.10.2016,10.0
1882,03.10.2016,10.0
1883,30.09.2016,10.0
1884,29.09.2016,10.0
1885,28.09.2016,10.0
1886,27.09.2016,10.0
1887,26.09.2016,10.0
1888,23.09.2016,10.0
1889,22.09.2016,10.0
1890,21.09.2016,10.0
1891,20.09.2016,10.0
1892,19.09.2016,10.0
1893,16.09.2016,10.5
1894,15.09.2016,10.5
1895,14.09.2016,10.5
1896,13.09.2016,10.5
1897,12.09.2016,10.5
1898,09.09.2016,10.5
1899,08.09.2016,10.5
1900,07.09.2016,10.5
1901,06.09.2016,10.5
1902,05.09.2016,10.5
1903,02.09.2016,10.5
1904,01.09.2016,10.5
1905,31.08.2016,10.5
1906,30.08.2016,10.5
1907,29.08.2016,10.5
1908,26.08.2016,10.5
1909,25.08.2016,10.5
1910,24.08.2016,10.5
1911,23.08.2016,10.5
1912,22.08.2016,10.5
1913,19.08.2016,10.5
1914,18.08.2016,10.5
1915,17.08.2016,10.5
1916,16.08.2016,10.5
1917,15.08.2016,10.5
1918,12.08.2016,10.5
1919,11.08.2016,10.5
1920,10.08.2016,10.5
1921,09.08.2016,10.5
1922,08.08.2016,10.5
1923,05.08.2016,10.5
1924,04.08.2016,10.5
1925,03.08.2016,10.5
1926,02.08.2016,10.5
1927,01.08.2016,10.5
1928,29.07.2016,10.5
1929,28.07.2016,10.5
1930,27.07.2016,10.5
1931,26.07.2016,10.5
1932,25.07.2016,10.5
1933,22.07.2016,10.5
1934,21.07.2016,10.5
1935,20.07.2016,10.5
1936,19.07.2016,10.5
1937,18.07.2016,10.5
1938,15.07.2016,10.5
1939,14.07.2016,10.5
1940,13.07.2016,10.5
1941,12.07.2016,10.5
1942,11.07.2016,10.5
1943,08.07.2016,10.5
1944,07.07.2016,10.5
1945,06.07.2016,10.5
1946,05.07.2016,10.5
1947,04.07.2016,10.5
1948,01.07.2016,10.5
1949,30.06.2016,10.5
1950,29.06.2016,10.5
1951,28.06.2016,10.5
1952,27.06.2016,10.5
1953,24.06.2016,10.5
1954,23.06.2016,10.5
1955,22.06.2016,10.5
1956,21.06.2016,10.5
1957,20.06.2016,10.5
1958,17.06.2016,10.5
1959,16.06.2016,10.5
1960,15.06.2016,10.5
1961,14.06.2016,10.5
1962,10.06.2016,11.0
1963,09.06.2016,11.0
1964,08.06.2016,11.0
1965,07.06.2016,11.0
1966,06.06.2016,11.0
1967,03.06.2016,11.0
1968,02.06.2016,11.0
1969,01.06.2016,11.0
1970,31.05.2016,11.0
1971,30.05.2016,11.0
1972,27.05.2016,11.0
1973,26.05.2016,11.0
1974,25.05.2016,11.0
1975,24.05.2016,11.0
1976,23.05.2016,11.0
1977,20.05.2016,11.0
1978,19.05.2016,11.0
1979,18.05.2016,11.0
1980,17.05.2016,11.0
1981,16.05.2016,11.0
1982,13.05.2016,11.0
1983,12.05.2016,11.0
1984,11.05.2016,11.0
1985,10.05.2016,11.0
1986,06.05.2016,11.0
1987,05.05.2016,11.0
1988,04.05.2016,11.0
1989,29.04.2016,11.0
1990,28.04.2016,11.0
1991,27.04.2016,11.0
1992,26.04.2016,11.0
1993,25.04.2016,11.0
1994,22.04.2016,11.0
1995,21.04.2016,11.0
1996,20.04.2016,11.0
1997,19.04.2016,11.0
1998,18.04.2016,11.0
1999,15.04.2016,11.0
2000,14.04.2016,11.0
2001,13.04.2016,11.0
2002,12.04.2016,11.0
2003,11.04.2016,11.0
2004,08.04.2016,11.0
2005,07.04.2016,11.0
2006,06.04.2016,11.0
2007,05.04.2016,11.0
2008,04.04.2016,11.0
2009,01.04.2016,11.0
2010,31.03.2016,11.0
2011,30.03.2016,11.0
2012,29.03.2016,11.0
2013,28.03.2016,11.0
2014,25.03.2016,11.0
2015,24.03.2016,11.0
2016,23.03.2016,11.0
2017,22.03.2016,11.0
2018,21.03.2016,11.0
2019,18.03.2016,11.0
2020,17.03.2016,11.0
2021,16.03.2016,11.0
2022,15.03.2016,11.0
2023,14.03.2016,11.0
2024,11.03.2016,11.0
2025,10.03.2016,11.0
2026,09.03.2016,11.0
2027,04.03.2016,11.0
2028,03.03.2016,11.0
2029,02.03.2016,11.0
2030,01.03.2016,11.0
2031,29.02.2016,11.0
2032,26.02.2016,11.0
2033,25.02.2016,11.0
2034,24.02.2016,11.0
2035,20.02.2016,11.0
2036,19.02.2016,11.0
2037,18.02.2016,11.0
2038,17.02.2016,11.0
2039,16.02.2016,11.0
2040,15.02.2016,11.0
2041,12.02.2016,11.0
2042,11.02.2016,11.0
2043,10.02.2016,11.0
2044,09.02.2016,11.0
2045,08.02.2016,11.0
2046,05.02.2016,11.0
2047,04.02.2016,11.0
2048,03.02.2016,11.0
2049,02.02.2016,11.0
2050,01.02.2016,11.0
2051,29.01.2016,11.0
2052,28.01.2016,11.0
2053,27.01.2016,11.0
2054,26.01.2016,11.0
2055,25.01.2016,11.0
2056,22.01.2016,11.0
2057,21.01.2016,11.0
2058,20.01.2016,11.0
2059,19.01.2016,11.0
2060,18.01.2016,11.0
2061,15.01.2016,11.0
2062,14.01.2016,11.0
2063,13.01.2016,11.0
2064,12.01.2016,11.0
2065,11.01.2016,11.0
2066,01.01.2016,11.0
2067,31.12.2015,11.0
2068,30.12.2015,11.0
2069,29.12.2015,11.0
2070,28.12.2015,11.0
2071,25.12.2015,11.0
2072,24.12.2015,11.0
2073,23.12.2015,11.0
2074,22.12.2015,11.0
2075,21.12.2015,11.0
2076,18.12.2015,11.0
2077,17.12.2015,11.0
2078,16.12.2015,11.0
2079,15.12.2015,11.0
2080,14.12.2015,11.0
2081,11.12.2015,11.0
2082,10.12.2015,11.0
2083,09.12.2015,11.0
2084,08.12.2015,11.0
2085,07.12.2015,11.0
2086,04.12.2015,11.0
2087,03.12.2015,11.0
2088,02.12.2015,11.0
2089,01.12.2015,11.0
2090,30.11.2015,11.0
2091,27.11.2015,11.0
2092,26.11.2015,11.0
2093,25.11.2015,11.0
2094,24.11.2015,11.0
2095,23.11.2015,11.0
2096,20.11.2015,11.0
2097,19.11.2015,11.0
2098,18.11.2015,11.0
2099,17.11.2015,11.0
2100,16.11.2015,11.0
2101,13.11.2015,11.0
2102,12.11.2015,11.0
2103,11.11.2015,11.0
2104,10.11.2015,11.0
2105,09.11.2015,11.0
2106,06.11.2015,11.0
2107,05.11.2015,11.0
2108,03.11.2015,11.0
2109,02.11.2015,11.0
2110,30.10.2015,11.0
2111,29.10.2015,11.0
2112,28.10.2015,11.0
2113,27.10.2015,11.0
2114,26.10.2015,11.0
2115,23.10.2015,11.0
2116,22.10.2015,11.0
2117,21.10.2015,11.0
2118,20.10.2015,11.0
2119,19.10.2015,11.0
2120,16.10.2015,11.0
2121,15.10.2015,11.0
2122,14.10.2015,11.0
2123,13.10.2015,11.0
2124,12.10.2015,11.0
2125,09.10.2015,11.0
2126,08.10.2015,11.0
2127,07.10.2015,11.0
2128,06.10.2015,11.0
2129,05.10.2015,11.0
2130,02.10.2015,11.0
2131,01.10.2015,11.0
2132,30.09.2015,11.0
2133,29.09.2015,11.0
2134,28.09.2015,11.0
2135,25.09.2015,11.0
2136,24.09.2015,11.0
2137,23.09.2015,11.0
2138,22.09.2015,11.0
2139,21.09.2015,11.0
2140,18.09.2015,11.0
2141,17.09.2015,11.0
2142,16.09.2015,11.0
2143,15.09.2015,11.0
2144,14.09.2015,11.0
2145,11.09.2015,11.0
2146,10.09.2015,11.0
2147,09.09.2015,11.0
2148,08.09.2015,11.0
2149,07.09.2015,11.0
2150,04.09.2015,11.0
2151,03.09.2015,11.0
2152,02.09.2015,11.0
2153,01.09.2015,11.0
2154,31.08.2015,11.0
2155,28.08.2015,11.0
2156,27.08.2015,11.0
2157,26.08.2015,11.0
2158,25.08.2015,11.0
2159,24.08.2015,11.0
2160,21.08.2015,11.0
2161,20.08.2015,11.0
2162,19.08.2015,11.0
2163,18.08.2015,11.0
2164,17.08.2015,11.0
2165,14.08.2015,11.0
2166,13.08.2015,11.0
2167,12.08.2015,11.0
2168,11.08.2015,11.0
2169,10.08.2015,11.0
2170,07.08.2015,11.0
2171,06.08.2015,11.0
2172,05.08.2015,11.0
2173,04.08.2015,11.0
2174,03.08.2015,11.0
2175,31.07.2015,11.5
2176,30.07.2015,11.5
2177,29.07.2015,11.5
2178,28.07.2015,11.5
2179,27.07.2015,11.5
2180,24.07.2015,11.5
2181,23.07.2015,11.5
2182,22.07.2015,11.5
2183,21.07.2015,11.5
2184,20.07.2015,11.5
2185,17.07.2015,11.5
2186,16.07.2015,11.5
2187,15.07.2015,11.5
2188,14.07.2015,11.5
2189,13.07.2015,11.5
2190,10.07.2015,11.5
2191,09.07.2015,11.5
2192,08.07.2015,11.5
2193,07.07.2015,11.5
2194,06.07.2015,11.5
2195,03.07.2015,11.5
2196,02.07.2015,11.5
2197,01.07.2015,11.5
2198,30.06.2015,11.5
2199,29.06.2015,11.5
2200,26.06.2015,11.5
2201,25.06.2015,11.5
2202,24.06.2015,11.5
2203,23.06.2015,11.5
2204,22.06.2015,11.5
2205,19.06.2015,11.5
2206,18.06.2015,11.5
2207,17.06.2015,11.5
2208,16.06.2015,11.5
2209,15.06.2015,12.5
2210,11.06.2015,12.5
2211,10.06.2015,12.5
2212,09.06.2015,12.5
2213,08.06.2015,12.5
2214,05.06.2015,12.5
2215,04.06.2015,12.5
2216,03.06.2015,12.5
2217,02.06.2015,12.5
2218,01.06.2015,12.5
2219,29.05.2015,12.5
2220,28.05.2015,12.5
2221,27.05.2015,12.5
2222,26.05.2015,12.5
2223,25.05.2015,12.5
2224,22.05.2015,12.5
2225,21.05.2015,12.5
2226,20.05.2015,12.5
2227,19.05.2015,12.5
2228,18.05.2015,12.5
2229,15.05.2015,12.5
2230,14.05.2015,12.5
2231,13.05.2015,12.5
2232,12.05.2015,12.5
2233,08.05.2015,12.5
2234,07.05.2015,12.5
2235,06.05.2015,12.5
2236,05.05.2015,12.5
2237,01.05.2015,14.0
2238,30.04.2015,14.0
2239,29.04.2015,14.0
2240,28.04.2015,14.0
2241,27.04.2015,14.0
2242,24.04.2015,14.0
2243,23.04.2015,14.0
2244,22.04.2015,14.0
2245,21.04.2015,14.0
2246,20.04.2015,14.0
2247,17.04.2015,14.0
2248,16.04.2015,14.0
2249,15.04.2015,14.0
2250,14.04.2015,14.0
2251,13.04.2015,14.0
2252,10.04.2015,14.0
2253,09.04.2015,14.0
2254,08.04.2015,14.0
2255,07.04.2015,14.0
2256,06.04.2015,14.0
2257,03.04.2015,14.0
2258,02.04.2015,14.0
2259,01.04.2015,14.0
2260,31.03.2015,14.0
2261,30.03.2015,14.0
2262,27.03.2015,14.0
2263,26.03.2015,14.0
2264,25.03.2015,14.0
2265,24.03.2015,14.0
2266,23.03.2015,14.0
2267,20.03.2015,14.0
2268,19.03.2015,14.0
2269,18.03.2015,14.0
2270,17.03.2015,14.0
2271,16.03.2015,14.0
2272,13.03.2015,15.0
2273,12.03.2015,15.0
2274,11.03.2015,15.0
2275,10.03.2015,15.0
2276,06.03.2015,15.0
2277,05.03.2015,15.0
2278,04.03.2015,15.0
2279,03.03.2015,15.0
2280,02.03.2015,15.0
2281,27.02.2015,15.0
2282,26.02.2015,15.0
2283,25.02.2015,15.0
2284,24.02.2015,15.0
2285,20.02.2015,15.0
2286,19.02.2015,15.0
2287,18.02.2015,15.0
2288,17.02.2015,15.0
2289,16.02.2015,15.0
2290,13.02.2015,15.0
2291,12.02.2015,15.0
2292,11.02.2015,15.0
2293,10.02.2015,15.0
2294,09.02.2015,15.0
2295,06.02.2015,15.0
2296,05.02.2015,15.0
2297,04.02.2015,15.0
2298,03.02.2015,15.0
2299,02.02.2015,15.0
2300,30.01.2015,17.0
2301,29.01.2015,17.0
2302,28.01.2015,17.0
2303,27.01.2015,17.0
2304,26.01.2015,17.0
2305,23.01.2015,17.0
2306,22.01.2015,17.0
2307,21.01.2015,17.0
2308,20.01.2015,17.0
2309,19.01.2015,17.0
2310,16.01.2015,17.0
2311,15.01.2015,17.0
2312,14.01.2015,17.0
2313,13.01.2015,17.0
2314,12.01.2015,17.0
2315,31.12.2014,17.0
2316,30.12.2014,17.0
2317,29.12.2014,17.0
2318,26.12.2014,17.0
2319,25.12.2014,17.0
2320,24.12.2014,17.0
2321,23.12.2014,17.0
2322,22.12.2014,17.0
2323,19.12.2014,17.0
2324,18.12.2014,17.0
2325,17.12.2014,17.0
2326,16.12.2014,17.0
2327,15.12.2014,10.5
2328,12.12.2014,10.5
2329,11.12.2014,9.5
2330,10.12.2014,9.5
2331,09.12.2014,9.5
2332,08.12.2014,9.5
2333,05.12.2014,9.5
2334,04.12.2014,9.5
2335,03.12.2014,9.5
2336,02.12.2014,9.5
2337,01.12.2014,9.5
2338,28.11.2014,9.5
2339,27.11.2014,9.5
2340,26.11.2014,9.5
2341,25.11.2014,9.5
2342,24.11.2014,9.5
2343,21.11.2014,9.5
2344,20.11.2014,9.5
2345,19.11.2014,9.5
2346,18.11.2014,9.5
2347,17.11.2014,9.5
2348,14.11.2014,9.5
2349,13.11.2014,9.5
2350,12.11.2014,9.5
2351,11.11.2014,9.5
2352,10.11.2014,9.5
2353,07.11.2014,9.5
2354,06.11.2014,9.5
2355,05.11.2014,9.5
2356,31.10.2014,8.0
2357,30.10.2014,8.0
2358,29.10.2014,8.0
2359,28.10.2014,8.0
2360,27.10.2014,8.0
2361,24.10.2014,8.0
2362,23.10.2014,8.0
2363,22.10.2014,8.0
2364,21.10.2014,8.0
2365,20.10.2014,8.0
2366,17.10.2014,8.0
2367,16.10.2014,8.0
2368,15.10.2014,8.0
2369,14.10.2014,8.0
2370,13.10.2014,8.0
2371,10.10.2014,8.0
2372,09.10.2014,8.0
2373,08.10.2014,8.0
2374,07.10.2014,8.0
2375,06.10.2014,8.0
2376,03.10.2014,8.0
2377,02.10.2014,8.0
2378,01.10.2014,8.0
2379,30.09.2014,8.0
2380,29.09.2014,8.0
2381,26.09.2014,8.0
2382,25.09.2014,8.0
2383,24.09.2014,8.0
2384,23.09.2014,8.0
2385,22.09.2014,8.0
2386,19.09.2014,8.0
2387,18.09.2014,8.0
2388,17.09.2014,8.0
2389,16.09.2014,8.0
2390,15.09.2014,8.0
2391,12.09.2014,8.0
2392,11.09.2014,8.0
2393,10.09.2014,8.0
2394,09.09.2014,8.0
2395,08.09.2014,8.0
2396,05.09.2014,8.0
2397,04.09.2014,8.0
2398,03.09.2014,8.0
2399,02.09.2014,8.0
2400,01.09.2014,8.0
2401,29.08.2014,8.0
2402,28.08.2014,8.0
2403,27.08.2014,8.0
2404,26.08.2014,8.0
2405,25.08.2014,8.0
2406,22.08.2014,8.0
2407,21.08.2014,8.0
2408,20.08.2014,8.0
2409,19.08.2014,8.0
2410,18.08.2014,8.0
2411,15.08.2014,8.0
2412,14.08.2014,8.0
2413,13.08.2014,8.0
2414,12.08.2014,8.0
2415,11.08.2014,8.0
2416,08.08.2014,8.0
2417,07.08.2014,8.0
2418,06.08.2014,8.0
2419,05.08.2014,8.0
2420,04.08.2014,8.0
2421,01.08.2014,8.0
2422,31.07.2014,8.0
2423,30.07.2014,8.0
2424,29.07.2014,8.0
2425,28.07.2014,8.0
2426,25.07.2014,7.5
2427,24.07.2014,7.5
2428,23.07.2014,7.5
2429,22.07.2014,7.5
2430,21.07.2014,7.5
2431,18.07.2014,7.5
2432,17.07.2014,7.5
2433,16.07.2014,7.5
2434,15.07.2014,7.5
2435,14.07.2014,7.5
2436,11.07.2014,7.5
2437,10.07.2014,7.5
2438,09.07.2014,7.5
2439,08.07.2014,7.5
2440,07.07.2014,7.5
2441,04.07.2014,7.5
2442,03.07.2014,7.5
2443,02.07.2014,7.5
2444,01.07.2014,7.5
2445,30.06.2014,7.5
2446,27.06.2014,7.5
2447,26.06.2014,7.5
2448,25.06.2014,7.5
2449,24.06.2014,7.5
2450,23.06.2014,7.5
2451,20.06.2014,7.5
2452,19.06.2014,7.5
2453,18.06.2014,7.5
2454,17.06.2014,7.5
2455,16.06.2014,7.5
2456,11.06.2014,7.5
2457,10.06.2014,7.5
2458,09.06.2014,7.5
2459,06.06.2014,7.5
2460,05.06.2014,7.5
2461,04.06.2014,7.5
2462,03.06.2014,7.5
2463,02.06.2014,7.5
2464,30.05.2014,7.5
2465,29.05.2014,7.5
2466,28.05.2014,7.5
2467,27.05.2014,7.5
2468,26.05.2014,7.5
2469,23.05.2014,7.5
2470,22.05.2014,7.5
2471,21.05.2014,7.5
2472,20.05.2014,7.5
2473,19.05.2014,7.5
2474,16.05.2014,7.5
2475,15.05.2014,7.5
2476,14.05.2014,7.5
2477,13.05.2014,7.5
2478,12.05.2014,7.5
2479,08.05.2014,7.5
2480,07.05.2014,7.5
2481,06.05.2014,7.5
2482,05.05.2014,7.5
2483,30.04.2014,7.5
2484,29.04.2014,7.5
2485,28.04.2014,7.5
2486,25.04.2014,7.0
2487,24.04.2014,7.0
2488,23.04.2014,7.0
2489,22.04.2014,7.0
2490,21.04.2014,7.0
2491,18.04.2014,7.0
2492,17.04.2014,7.0
2493,16.04.2014,7.0
2494,15.04.2014,7.0
2495,14.04.2014,7.0
2496,11.04.2014,7.0
2497,10.04.2014,7.0
2498,09.04.2014,7.0
2499,08.04.2014,7.0
2500,07.04.2014,7.0
2501,04.04.2014,7.0
2502,03.04.2014,7.0
2503,02.04.2014,7.0
2504,01.04.2014,7.0
2505,31.03.2014,7.0
2506,28.03.2014,7.0
2507,27.03.2014,7.0
2508,26.03.2014,7.0
2509,25.03.2014,7.0
2510,24.03.2014,7.0
2511,21.03.2014,7.0
2512,20.03.2014,7.0
2513,19.03.2014,7.0
2514,18.03.2014,7.0
2515,17.03.2014,7.0
2516,14.03.2014,7.0
2517,13.03.2014,7.0
2518,12.03.2014,7.0
2519,11.03.2014,7.0
2520,07.03.2014,7.0
2521,06.03.2014,7.0
2522,05.03.2014,7.0
2523,04.03.2014,7.0
2524,03.03.2014,7.0
2525,28.02.2014,5.5
2526,27.02.2014,5.5
2527,26.02.2014,5.5
2528,25.02.2014,5.5
2529,24.02.2014,5.5
2530,21.02.2014,5.5
2531,20.02.2014,5.5
2532,19.02.2014,5.5
2533,18.02.2014,5.5
2534,17.02.2014,5.5
2535,14.02.2014,5.5
2536,13.02.2014,5.5
2537,12.02.2014,5.5
2538,11.02.2014,5.5
2539,10.02.2014,5.5
2540,07.02.2014,5.5
2541,06.02.2014,5.5
2542,05.02.2014,5.5
2543,04.02.2014,5.5
2544,03.02.2014,5.5
2545,31.01.2014,5.5
2546,30.01.2014,5.5
2547,29.01.2014,5.5
2548,28.01.2014,5.5
2549,27.01.2014,5.5
2550,24.01.2014,5.5
2551,23.01.2014,5.5
2552,22.01.2014,5.5
2553,21.01.2014,5.5
2554,20.01.2014,5.5
2555,17.01.2014,5.5
2556,16.01.2014,5.5
2557,15.01.2014,5.5
2558,14.01.2014,5.5
2559,13.01.2014,5.5
2560,10.01.2014,5.5
2561,09.01.2014,5.5
2562,31.12.2013,5.5
2563,30.12.2013,5.5
2564,27.12.2013,5.5
2565,26.12.2013,5.5
2566,25.12.2013,5.5
2567,24.12.2013,5.5
2568,23.12.2013,5.5
2569,20.12.2013,5.5
2570,19.12.2013,5.5
2571,18.12.2013,5.5
2572,17.12.2013,5.5
2573,16.12.2013,5.5
2574,13.12.2013,5.5
2575,12.12.2013,5.5
2576,11.12.2013,5.5
2577,10.12.2013,5.5
2578,09.12.2013,5.5
2579,06.12.2013,5.5
2580,05.12.2013,5.5
2581,04.12.2013,5.5
2582,03.12.2013,5.5
2583,02.12.2013,5.5
2584,29.11.2013,5.5
2585,28.11.2013,5.5
2586,27.11.2013,5.5
2587,26.11.2013,5.5
2588,25.11.2013,5.5
2589,22.11.2013,5.5
2590,21.11.2013,5.5
2591,20.11.2013,5.5
2592,19.11.2013,5.5
2593,18.11.2013,5.5
2594,15.11.2013,5.5
2595,14.11.2013,5.5
2596,13.11.2013,5.5
2597,12.11.2013,5.5
2598,11.11.2013,5.5
2599,08.11.2013,5.5
2600,07.11.2013,5.5
2601,06.11.2013,5.5
2602,05.11.2013,5.5
2603,01.11.2013,5.5
2604,31.10.2013,5.5
2605,30.10.2013,5.5
2606,29.10.2013,5.5
2607,28.10.2013,5.5
2608,25.10.2013,5.5
2609,24.10.2013,5.5
2610,23.10.2013,5.5
2611,22.10.2013,5.5
2612,21.10.2013,5.5
2613,18.10.2013,5.5
2614,17.10.2013,5.5
2615,16.10.2013,5.5
2616,15.10.2013,5.5
2617,14.10.2013,5.5
2618,11.10.2013,5.5
2619,10.10.2013,5.5
2620,09.10.2013,5.5
2621,08.10.2013,5.5
2622,07.10.2013,5.5
2623,04.10.2013,5.5
2624,03.10.2013,5.5
2625,02.10.2013,5.5
2626,01.10.2013,5.5
2627,30.09.2013,5.5
2628,27.09.2013,5.5
2629,26.09.2013,5.5
2630,25.09.2013,5.5
2631,24.09.2013,5.5
2632,23.09.2013,5.5
2633,20.09.2013,5.5
2634,19.09.2013,5.5
2635,18.09.2013,5.5
2636,17.09.2013,5.5
